smd_id,lon,lat,smd,current_commissioner,number_of_candidates,list_of_candidates
smd_7F03,-76.93739040011303,38.88390696464097,7F03,Sheila Carson Carr,0,(no known candidates)
smd_7F04,-76.95389730149519,38.88206889978852,7F04,C Exum,2,"Racquel Codling, C Exum"
smd_7F05,-76.94943724395108,38.88565657068758,7F05,Brittany N. Hughes,2,"Karen Settles, Brittany N. Hughes"
smd_7F06,-76.95485138464196,38.89016355022197,7F06,Carol E. Fletcher,1,Betty J. Diggs
smd_7F07,-76.97035016664961,38.88561598125518,7F07,(vacant),0,(no known candidates)
smd_8A01,-76.97871677680264,38.87316866141457,8A01,Holly Muhammad,1,Holly Muhammad
smd_8A02,-76.98361891661939,38.86990408668088,8A02,Barbara J. Clark,1,Barbara J. Clark
smd_8A03,-76.97316542428722,38.86726801701096,8A03,Brian K Thompson,1,Brian K Thompson
smd_8A04,-76.98179954868235,38.8609822339344,8A04,Troy Donte Prestwood,2,"Moses Smith, Laneice Moore"
smd_8A05,-76.98312127650215,38.86460887848001,8A05,Dorcas Agyei,2,"Michael Grier, Jamila White"
smd_8A06,-76.99367486612934,38.866457315419346,8A06,Tyón Jones,4,"Aiyi'nah D. Ford, Isaac Smith, Robin ""Ward 8"" McKinney, Kristina (K) Leszczak"
smd_8A07,-76.98927646798415,38.85864903402259,8A07,Hanna Baker,3,"Steven Tiller, George O. Reid, Jr., Terri L. Acker"
smd_8B01,-76.97632268510915,38.860305347525504,8B01,Leonard Lee Watson Jr.,0,(no known candidates)
smd_8B02,-76.96996280093731,38.85818499959079,8B02,Paul Trantham,0,(no known candidates)
smd_8B03,-76.97214103769088,38.85354596377001,8B03,Charles H. Wilson,3,"Alyce K. McFarland, Charles H. Wilson, Joseph B. Johnson"
smd_8B04,-76.98559035980097,38.85483126733924,8B04,Darrell Danny Gaston,1,Kevin B. Coleman
smd_8B05,-76.96734893381765,38.85247391689203,8B05,Betty Scippio,2,"Betty Scippio, Michelle Kiah"
smd_8B06,-76.96985061212689,38.847131509783814,8B06,Humam Abdulmalik,1,Humam Abdulmalik
smd_8B07,-76.97724831843504,38.8443999175531,8B07,Keeon Johnson,0,(no known candidates)
smd_8C01,-77.01227383323813,38.85364990271837,8C01,Mike Austin,1,Kwasi Seitu
smd_8C02,-77.00000104255886,38.85276251716703,8C02,Chyla D. Evans,2,"Victoria Akinseye, Kendrick Daniel"
smd_8C03,-76.99358057624295,38.846750638064606,8C03,Robbie Woodland,3,"Tasha J. Powell, Robbie Woodland, Dolores ""Miracle"" Bryant"
smd_8C04,-77.00277161283013,38.834221398395535,8C04,Regina Sharlita Pixley,3,"Regina Sharlita Pixley, Reginia R. Summers, Travon ""Ward8"" Hawkins"
smd_8C05,-77.01793180696436,38.842352335925604,8C05,Mustafa Abdul-Salaam,1,Mustafa Abdul-Salaam
smd_8C06,-76.99491101017927,38.858526613965466,8C06,Rhonda L. Edwards-Hines,0,(no known candidates)
smd_8C07,-76.99739545427774,38.83920553484315,8C07,Salim Adofo,1,Salim Adofo
smd_8D01,-76.99605440126035,38.82720347426002,8D01,"Patricia ""Pat"" Carmon",2,"Patricia ""Pat"" Carmon, Zenobia Love"
smd_8D02,-77.00477134113453,38.82121146325203,8D02,Olivia L. Henderson,2,"Olivia L. Henderson, Emerald Holman"
smd_8D03,-77.0021107234724,38.8287195056779,8D03,Absalom Jordan,1,Absalom Jordan
smd_8D04,-77.0267329569124,38.8143977626866,8D04,Monique T. Diop,1,Monique T. Diop
smd_8D05,-77.00839115814183,38.823535796879405,8D05,Ellen Armstead,0,(no known candidates)
smd_8D06,-77.00878072186612,38.82714265786932,8D06,LaVerne R. Glenn,2,"LaVerne R. Glenn, Alyse Newhouse"
smd_8D07,-77.0252919530803,38.834228649729475,8D07,Constance Mobley,1,Patricia Janifer
smd_8E01,-76.98448285502575,38.849086995155076,8E01,Adeoye Owolewa,1,"Shekita ""Ki-Ki"" McBroom"
smd_8E02,-76.97830117878674,38.851262189030564,8E02,Cheryl Moore,3,"Cheryl Moore, Bruce Jones, Anthony Muhammad"
smd_8E03,-76.97482482059598,38.8483153739757,8E03,Monica Watts,0,(no known candidates)
smd_8E04,-76.98766458822388,38.84261435039173,8E04,Kendall Simmons,1,Kendall Simmons
smd_8E05,-76.9831412944833,38.83803478422777,8E05,Christopher L. Hawthorne,2,"Shaquan Hudson, Christopher L. Hawthorne"
smd_8E06,-76.99502995423077,38.83420926524227,8E06,"Karlene ""K"" Armstead",2,"Brittany Geneva Cummings, Karlene ""K"" Armstead"
smd_8E07,-76.99309193007663,38.83081545777048,8E07,Stephen A. Slaughter,2,"Jeannina ""W8 Matters"" Williams, Stephen A. Slaughter"
